Time_s,Tink_temp,Tqe,N,Gear,Vxx,TCOOL,Qa,P_int,P_ext,N_t,VVT_ex_crk,VVT_in_crk,Ign_angle_crk,VSP,CO,CO2,Nox,HC
12.3,42.859677,22.18253073,2291.31818181818,0,13.6027272727273,83.25,192.099862090909,669.909090909091,123.913614181818,42765.23227,21.3709082727273,22.04,21.9545454545455,3.9426783002041104,162.826308693584,3009.90861083682,1532.78269327273,3773.89804739369
12.4,42.859677,23.538464,2346.5,0,13.88,83.25,196.009338,700.0,126.954182,46438.15329,22.639999,24.76,22.125,4.2844346958410915,147.744626505983,3208.77787777159,1623.930208,3660.99193580459
12.5,42.859677,26.171605,2402.75,0,14.26,83.25,201.498779,762.0,147.314773,49941.41382,27.82,28.139999,22.5,4.8779101046190405,141.192833628689,3406.07139821915,1672.440388,3545.76434880931
12.6,43.116895,24.938149,2402.75,0,14.26,83.25,201.498779,762.0,167.045045,53937.8994100001,27.82,28.139999,22.5,4.648016390190637,115.670211387478,3407.28714641647,1813.675637,3384.4718010029
12.7,43.116895,25.204719,2402.75,0,14.26,83.25,201.498779,762.000000000001,184.188386,58106.1474500001,27.82,28.1399990000001,22.5,4.697700179036919,103.09335887407,3400.2799984983,1894.845837,3170.90879603374
12.8,43.116895,26.524697,2490.0,0,14.94,83.25,210.994049,822.0,197.300318,61998.89398,28.799999,33.34,22.125,5.12323913956541,95.2017602950523,3800.85076034255,1930.787473,2887.7416128389
12.9,43.116895,26.943675,2490.0,0,14.94,83.25,210.994049,822.0,212.963069,65464.07437,28.799999,33.34,22.125,5.204164644132599,85.0934716890377,3804.54393154689,1920.773705,3489.11389970098
13.0,43.116895,27.640962,2575.25,0,15.17,83.25,214.30043,858.0,218.649065,68758.01838,31.620001,36.98,18.75,5.521631241752531,79.4445232077304,4132.44986262397,1886.077972,1916.3621762096
13.1,43.116895,30.911751,2575.25,0,15.17,83.25,214.30043,858.000000000001,263.148875,76178.97987,31.620001,36.98,18.75,6.175012651834442,75.4554691653954,4116.98662757896,1820.309304,2999.78454283035
13.2,43.116895,30.911751,2631.5,0,16.620001,83.25,234.795792,918.0,263.148875,76178.97987,30.780001,38.5,20.25,6.309890609961106,82.3603100378071,4699.35071473208,1788.839188,1489.74769218562
