Time_s,Tink_temp,Tqe,N,Gear,Vxx,TCOOL,Qa,P_int,P_ext,N_t,VVT_ex_crk,VVT_in_crk,Ign_angle_crk,VSP,CO,CO2,Nox,HC
1.4,22.061604,0.6567568,851.0,0,6.557,29.25,75.2584271,327.6,3.7105726,1413.284667,0.022,0.078,3.675,0.043353981474122096,8.18452880243665,580.682912703603,91.7607959,5859.16922497691
1.5,22.061604,0.6886768,850.5,0,6.55,29.25,75.199081,327.0,4.4314988,1381.322273,0.02,0.08,3.75,0.04543438148713227,7.51724229584899,578.801071146063,90.954641,5883.55059257977
1.6,22.061604,0.692539,850.5,0,6.55,29.25,75.199081,327.0,4.501753,1377.986838,0.02,0.08,3.75,0.04568918412921286,7.05557363305293,580.370009189708,90.252248,5923.60819303008
1.7,22.06883257,0.7224704286,852.5238095,0,6.535714286,29.25,75.05778481,327.0,4.12969061904762,1390.868344,0.0295238095238095,0.0609523809523809,3.57142857142857,0.04777728228078388,6.67291502913257,579.52644352536,89.8667970476191,5949.40583182875
1.8,22.07606114,0.7524018571,854.547619,0,6.521428571,29.25,74.91648862,327.0,3.75762823809524,1403.74985,0.039047619047619,0.0419047619047619,3.39285714285714,0.04987477813317243,6.34936062066078,581.43335123796,89.4813460952381,6041.09702654153
1.9,22.076784,0.7976527,854.75,0,6.52,29.25,74.902359,327.0,2.5031198,1367.455269,0.04,0.04,3.375,0.05288686191153643,6.04702301875221,582.406238673951,89.2065177,6019.89682931029
2.0,22.076784,0.8168317,854.75,0,6.52,29.25,74.902359,327.0,2.20536,1377.934312,0.04,0.04,3.375,0.054158489431384786,5.81402092775417,582.995602815457,89.1040448,5930.39674846697
2.1,22.076784,0.8293454,859.7,0,6.448,29.25,74.0821197,325.2,3.386878,1374.598878,0.058,0.04,3.375,0.05530663254503016,5.57298131044679,581.258953578873,89.2080445,5963.25803060855
2.2,22.076784,0.84665,860.25,0,6.44,29.25,73.990982,325.0,5.266671,1393.744797,0.06,0.04,3.375,0.05649674712825154,5.36364996317005,582.294305219512,89.480442,5991.70734935424
2.3,22.076784,0.850247,860.25,0,6.44,29.25,73.990982,325.0,8.08997099999998,1402.149042,0.06,0.04,3.375,0.056736774057230835,5.2072790918645,583.057767585999,89.284047,6015.18103671973
2.4,22.076784,0.8528288182,860.25,0,6.44,29.25,73.990982,325.0,3.23425281818181,1390.449951,0.06,0.04,3.375,0.05690905815334672,5.07703059341104,582.477559312564,89.3777897272727,6029.92027986188
2.5,22.076784,0.805945,860.25,0,6.44,29.25,73.990982,325.0,0.641055,1370.633124,0.06,0.04,3.375,0.05378051244821199,4.95695635273714,582.200288988367,89.051294,6033.92828774676
2.6,22.076784,0.805945,847.0681818,0,6.512727273,29.25,74.99291564,327.727272727273,0.641055,1370.633124,0.0418181818181818,0.04,4.39772727272727,0.05295642068675293,4.79586591908959,578.137035646263,88.9915230909091,6044.55282811252
2.7,22.0928265,0.7994704,845.75,0,6.52,29.25,75.093109,328.0,3.89999640000001,1360.94198,0.04,0.04,4.5,0.05244924546090515,4.76196211086135,576.299116829879,88.5957047,6059.46905434027
2.8,22.094609,0.798751,845.75,0,6.52,29.25,75.093109,328.0,4.262101,1359.865186,0.04,0.04,4.5,0.05240204923302157,4.68297030153455,577.268836635169,88.0806036,6082.63915372495
2.9,22.094609,0.796024,845.75,0,6.52,29.25,75.093109,328.0,5.4705391,1401.466197,0.04,0.04,4.5,0.05222314443257882,4.61128383313312,575.975925583109,88.0542722,6079.57523070595
3.0,22.094609,0.8011741,845.75,0,6.52,29.25,75.093109,328.0,7.0141623,1396.633757,0.04,0.04,4.5,0.05256101667781543,4.51567194812247,576.938527446023,88.8779917,6111.3163957822
3.1,22.094609,0.7651455,853.85,0,6.457,29.25,74.3873272,326.2,2.75360559999999,1410.474497,0.058,0.058,3.825,0.050678115927724594,4.53004596438311,579.368340544604,90.4155912,6133.61581272027
3.2,22.094609,0.726239,854.75,0,6.45,29.25,74.308907,326.0,2.203719,1374.572614,0.06,0.06,3.75,0.04815191086016796,4.49756969989867,579.887873459287,92.181382,6161.36569594023
3.3,22.094609,0.7458599091,854.75,0,6.45,29.25,74.308907,326.0,0.463778090909087,1391.763115,0.06,0.06,3.75,0.04945283833167343,4.48838719146928,578.114358300694,93.3941356363636,6175.16599171851
3.4,22.094609,0.7040307,854.75,0,6.45,29.25,74.308907,326.0,2.36983340000001,1395.845858,0.06,0.06,3.75,0.04667943130184644,4.41571512525497,578.895043163952,93.5881418,6181.54151660315
